category,description,carbohydrate,protein,fat_total_lipid,kilocalories
FROZEN NOVELTIES,"FROZEN NOVELTIES,FRUIT & JUC BARS",20.2,1.2,0.1,87
ICE CREAMS,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",25.4,3.54,5.74,152
CANDIES,"CANDIES,DK CHOC COATD COFFEE BNS",59.95,7.5,30.0,540
SNACKS,"SNACKS,GENERAL MILLS,BETTY CROCKER FRT RL UPS,BRY FLV,W/VT C",85.2,0.1,3.5,373
ICE CREAMS,"ICE CREAMS,CHOC",28.2,3.8,11.0,216
ICE CREAMS,"ICE CREAMS,STRAWBERRY",27.6,3.2,8.4,192
SNACKS,"SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E",80.9,4.4,0.0,341
CANDIES,"CANDIES,MILK CHOC COATD COFFEE BNS",55.25,7.41,33.18,549
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,LIME",32.6,0.4,0.0,128
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",13.5,0.03,0.02,53
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,POP",19.23,0.0,0.24,79
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S CRISPY CHOC CANDIES",72.4,4.28,19.32,475
FROZEN YOGURTS,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",24.2,4.0,5.6,163
FRUIT BUTTERS,"FRUIT BUTTERS,APPLE",42.47,0.39,0.3,173
CANDIES,"CANDIES,MASTERFOODS USA,SNICKERS MUNCH BAR",43.64,15.25,36.22,536
No Category,HONEY,82.4,0.3,0.0,304
No Category,JAMS AND PRESERVES,68.86,0.37,0.07,278
No Category,JELLIES,69.95,0.15,0.02,266
CANDIES,"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",67.36,3.24,21.11,472
CANDIES,"CANDIES,MASTERFOODS USA,SNICKERS ALMOND BAR",64.67,5.4,22.4,472
MARMALADE,"MARMALADE,ORANGE",66.3,0.3,0.0,246
No Category,MOLASSES,74.73,0.0,0.1,290
CANDIES,"CANDIES,MASTERFOODS USA,POP'ABLES SNICKERS BRAND BITE SIZE",61.07,7.15,24.32,480
CANDIES,"CANDIES,MASTERFOODS USA,POP'ABLES MILKY WAY BRAND BITE SIZE",71.22,3.3,18.0,454
CANDIES,"CANDIES,MASTERFOODS USA,POP'ABLES 3 MUSKETEERS BITE SIZE",75.94,2.59,15.17,443
CANDIES,"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,FRUIT & CREME",82.43,0.41,8.36,408
PECTIN,"PECTIN,UNSWTND,DRY MIX",90.4,0.3,0.3,325
PIE FILLINGS,"PIE FILLINGS,APPL,CND",26.1,0.1,0.1,100
CANDIES,"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,TROPICAL",82.76,0.41,8.31,409
PIE FILLINGS,"PIE FILLINGS,CND,CHERRY",28.0,0.37,0.07,115
CANDIES,"CANDIES,MASTERFOODS USA,STARBURST SOUR FRUIT CHEWS",79.73,0.39,7.78,400
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST",92.7,0.0,0.6,367
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",19.63,2.73,2.87,115
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG",92.9,0.0,0.4,376
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",18.31,2.86,2.97,111
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,INST",91.2,0.9,2.3,389
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK",19.1,2.9,3.5,117
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,REG",81.84,1.0,11.36,434
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",17.7,3.0,3.8,114
CANDIES,"CANDIES,MASTERFOODS USA,COCOAVIA CHOC BAR",55.07,5.81,29.3,471
CANDIES,"CANDIES,MASTERFOODS USA,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",55.3,6.35,28.68,471
CANDIES,"CANDIES,MASTERFOODS USA,COCOAVIA CRISPY CHOC BAR",55.08,8.21,26.23,456
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,INST",95.4,0.0,0.7,378
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",20.1,2.7,2.9,115
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,REG",91.8,0.1,0.5,363
PUDDING,"PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",24.2,0.65,1.12,109
SUGARS,"SUGARS,BROWN",98.09,0.12,0.0,380
SUGARS,"SUGARS,GRANULATED",99.98,0.0,0.0,387
SUGARS,"SUGARS,POWDERED",99.6,0.0,0.1,389
SWEETENERS,"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",89.08,2.17,0.0,365
SUGARS,"SUGARS,MAPLE",90.9,0.1,0.2,354
SYRUPS,"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",34.56,1.4,0.97,143
SYRUPS,"SYRUPS,CHOC,FUDGE-TYPE",62.9,4.6,8.9,350
SYRUPS,"SYRUPS,CORN,DK",77.59,0.0,0.0,286
SYRUPS,"SYRUPS,CORN,LT",76.79,0.0,0.2,283
SYRUPS,"SYRUPS,CORN,HIGH-FRUCTOSE",76.0,0.0,0.0,281
SYRUPS,"SYRUPS,MALT",71.3,6.2,0.0,318
SYRUPS,"SYRUPS,MAPLE",67.09,0.0,0.2,261
SYRUPS,"SYRUPS,SORGHUM",74.9,0.0,0.0,290
CANDIES,"CANDIES,MASTERFOODS USA,SNICKERS CRUNCHER",62.85,6.86,24.38,488
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",69.6,0.0,0.1,265
SYRUPS,"SYRUPS,TABLE BLENDS,CANE&15% MAPLE",69.52,0.0,0.1,278
SYRUPS,"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",83.9,0.0,0.0,319
CANDIES,"CANDIES,MASTERFOODS USA,SKITTLES WILD BERRY BITE SIZE",90.9,0.19,4.25,405
TOPPINGS,"TOPPINGS,BUTTERSCOTCH OR CARAMEL",65.9,1.5,0.1,252
TOPPINGS,"TOPPINGS,MARSHMLLW CRM",79.0,0.8,0.3,322
TOPPINGS,"TOPPINGS,PINEAPPLE",66.4,0.1,0.1,253
TOPPINGS,"TOPPINGS,NUTS IN SYRUP",58.08,4.5,22.0,448
CANDIES,"CANDIES,MASTERFOODS USA,SKITTLES TROPICAL BITE SIZE CANDIES",90.77,0.19,4.34,405
CANDIES,"CANDIES,MASTERFOODS USA,SKITTLES SOURS ORIGINAL",86.94,0.18,4.0,397
CANDIES,"CANDIES,MASTERFOODS USA,SKITTLES ORIGINAL BITE SIZE CANDIES",90.78,0.19,4.37,405
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE",74.28,0.34,12.74,413
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ MARGARINE",71.02,1.1,12.87,404
FROSTINGS,"FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",83.65,0.44,0.53,341
CANDIES,"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",71.34,2.26,17.48,453
CANDIES,"CANDIES,TAFFY,PREPARED-FROM-RECIPE",91.56,0.03,3.33,397
CANDIES,"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",64.72,1.07,32.75,560
CANDIES,"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",89.05,1.32,0.06,364
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT",23.9,0.0,2.6,113
FROZEN YOGURTS,"FROZEN YOGURTS,CHOC,SOFT-SERVE",24.9,4.0,6.0,160
No Category,BANANA CHIPS,58.4,2.3,33.6,519
CORNNUTS,"CORNNUTS,BARBECUE-FLAVOR",71.7,9.0,14.3,436
CORNNUTS,"CORNNUTS,NACHO-FLAVOR",71.6,9.4,14.2,438
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP",70.2,5.65,16.57,418
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW",70.8,6.1,15.5,427
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN",63.6,8.0,20.4,454
SNACKS,"SNACKS,BF STKS,SMOKED",5.4,21.5,49.6,550
PORK SKINS,"PORK SKINS,BARBECUE-FLAVOR",1.6,57.9,31.8,538
FROSTING,"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",72.18,1.42,7.17,359
SNACK,"SNACK,POTATO CHIPS,MADE FROM DRIED POTATOES,PLN",52.02,4.45,38.41,559
POTATO CHIPS,"POTATO CHIPS,PLAIN,SALTED",49.74,6.56,37.47,547
POTATO CHIPS,"POTATO CHIPS,MADE FROM DRIED POTATOES,CHEESE-FLAVOR",50.6,7.0,37.0,551
RICE CAKES,"RICE CAKES,BROWN RICE,CORN",81.2,8.4,3.2,385
RICE CAKES,"RICE CAKES,BROWN RICE,MULTIGRAIN",80.1,8.5,3.5,387
No Category,POTATO STICKS,53.3,6.7,34.4,522
RICE CAKES,"RICE CAKES,BROWN RICE,RYE",79.9,8.1,3.8,386
SESAME STKS,"SESAME STKS,WHEAT-BASED,SALTED",46.5,10.9,36.7,541
GRANOLA BARS,"GRANOLA BARS,HARD,PNUT BUTTER",62.3,9.8,23.8,483
POTATO CHIPS,"POTATO CHIPS,CHEESE-FLAVOR",57.7,8.5,27.2,496
POTATO CHIPS,"POTATO CHIPS,LIGHT",66.9,7.1,20.8,471
SNACKS,"SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA",65.0,7.74,0.7,274
SNACKS,"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT",71.6,8.7,15.2,445
TORTILLA CHIPS,"TORTILLA CHIPS,LOFAT,BKD WO/FAT",80.0,11.0,5.7,415
CHEESE PUFFS&TWISTS,"CHEESE PUFFS&TWISTS,CORN BSD,LOFAT",72.35,8.5,12.1,432
SNACKS,"SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT",77.6,5.9,0.9,342
POPCORN,"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",90.06,2.0,1.4,381
POTATO CHIPS,"POTATO CHIPS,FAT FREE,SALTED",83.76,9.64,0.6,379
SNACKS,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",80.5,3.4,9.0,414
SNACKS,"SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR",78.0,8.0,7.4,390
SNACKS,"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",72.31,4.47,13.02,420
SNACKS,"SNACKS,KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,FRUIT-FILLED",72.4,4.4,7.5,375
SNACKS,"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",65.22,8.44,3.53,318
Snacks,"Snacks, potato chips, from dried potatoes, fat-free, olestra",56.0,5.06,0.93,253
No Category,TARO CHIPS,68.1,2.3,24.9,498
CANDIES,"CANDIES,SEMISWEET CHOC,MADE W/BUTTER",63.4,4.2,29.7,477
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",90.5,7.8,0.0,381
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C",33.3,55.3,0.0,345
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA",33.3,55.3,0.0,345
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,W/ ADDED OIL",89.0,0.0,4.4,386
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL",88.4,0.0,5.0,387
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA",90.3,0.1,1.5,366
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",94.3,0.1,0.1,369
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL",92.4,0.3,1.1,369
JAMS&PRESERVES,"JAMS&PRESERVES,APRICOT",64.4,0.7,0.2,242
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",69.6,0.0,0.1,265
CORN CAKES,"CORN CAKES,VERY LO NA",83.4,8.1,2.4,387
SNACKS,"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",54.1,5.76,35.76,558
SNACKS,"SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",56.2,7.0,32.7,523
POPCORN,"POPCORN,AIR-POPPED,WHITE POPCORN",77.9,12.0,4.2,382
POPCORN,"POPCORN,OIL-POPPED,WHITE POPCORN",57.2,9.0,28.1,500
POTATO CHIPS,"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,SALTED",52.9,7.0,34.6,536
POTATO CHIPS,"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED",52.9,7.0,34.6,536
POTATO CHIPS,"POTATO CHIPS,PLN,UNSALTED",52.9,7.0,34.6,536
PRETZELS,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED",79.2,9.1,3.5,381
PRETZELS,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED",79.2,9.1,3.5,381
SNACKS,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",79.2,9.1,3.5,381
RICE CAKES,"RICE CAKES,BROWN RICE,PLN,UNSALTED",81.5,8.2,2.8,387
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",80.1,9.0,3.5,380
RICE CAKES,"RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",80.1,8.5,3.5,387
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD,UNSALTED",81.5,7.6,3.8,392
SESAME STKS,"SESAME STKS,WHEAT-BASED,UNSALTED",46.5,10.9,36.7,541
TRAIL MIX,"TRAIL MIX,REG,UNSALTED",44.9,13.8,29.4,462
TRAIL MIX,"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",44.9,14.2,31.9,484
POTATO CHIPS,"POTATO CHIPS,WO/SALT,RED FAT",67.8,7.1,20.8,487
TORTILLA CHIPS,"TORTILLA CHIPS,LOFAT,UNSALTED",80.1,11.0,5.7,416
FROZEN NOVELTIES,"FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS",19.68,0.0,0.24,81
SNACKS,"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR",62.4,7.8,25.6,498
CANDIES,"CANDIES,SUGAR-COATED ALMONDS",68.26,10.0,17.93,474
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",48.3,16.8,23.71,299
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",45.4,16.8,23.71,295
CANDIES,"CANDIES,SOFT FRUIT & NUT SQUARES",73.81,2.31,9.52,390
ICE CREAMS,"ICE CREAMS,VANILLA,FAT FREE",30.06,4.48,0.0,138
SWEETENERS,"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS",89.97,0.0,0.0,331
FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",22.28,3.6,0.97,105
FROZEN NOVELTIES,"FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS",26.94,5.55,0.66,127
FROZ NOVELTIES,"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",5.14,0.0,0.0,21
FRZ NVL,"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",30.07,4.31,1.88,124
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA",25.3,4.84,4.59,162
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA",26.03,4.82,5.56,173
ICE CREAMS,"ICE CREAMS,BREYERS,98% FAT FREE VANILLA",30.51,3.3,2.2,137
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY",26.06,4.69,4.35,161
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP",28.39,4.69,7.09,196
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN",21.3,3.99,10.3,180
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA",20.75,4.5,7.05,154
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA",21.92,3.68,6.2,143
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL",25.63,3.53,5.68,153
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY",21.7,3.71,6.26,143
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",44.75,3.72,4.0,222
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE",45.32,4.09,4.1,224
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH",44.2,5.96,2.34,211
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH",44.12,6.21,2.43,212
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH",44.16,5.96,2.34,210
FROZEN NOVL,"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",27.09,5.16,11.93,224
FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",14.54,1.78,0.86,57
FROZEN NOVELTIES,"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",11.95,1.37,2.33,49
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC",29.68,5.3,7.28,201
ICE CREAMS,"ICE CREAMS,BREYERS,98% FAT FREE CHOC",30.18,3.89,2.17,136
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",25.17,3.54,5.8,151
CANDIES,"CANDIES,REESE'S FAST BREAK,CANDY BAR",63.9,8.93,23.21,495
CANDIES,"CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS",43.82,9.51,37.07,510
ICE CREAMS,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA",15.87,3.17,12.7,190
ICE CREAMS,"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",15.87,3.8,12.7,193
CANDIES,"CANDIES,CHOC,DK,45-59% CACAO SOL",61.81,4.88,30.64,543
CANDIES,"CANDIES,CHOC,DK,60-69% CACAO SOL",52.59,6.12,38.14,578
CANDIES,"CANDIES,CHOC,DK,70-85% CACAO SOL",45.81,7.79,42.72,599
CANDIES,"CANDIES,CHOC,DK,NFS",60.55,5.09,31.62,547
AMARANTH,"AMARANTH,UNCKD",65.25,13.56,7.02,371
AMARANTH GRAIN,"AMARANTH GRAIN,CKD",18.69,3.8,1.58,102
No Category,ARROWROOT FLOUR,88.15,0.3,0.1,357
BARLEY,"BARLEY,HULLED",73.48,12.48,2.3,354
BARLEY,"BARLEY,PEARLED,RAW",77.72,9.91,1.16,352
BARLEY,"BARLEY,PEARLED,COOKED",28.22,2.26,0.44,123
No Category,BUCKWHEAT,71.5,13.25,3.4,343
BUCKWHEAT GROATS,"BUCKWHEAT GROATS,RSTD,DRY",74.95,11.73,2.71,346
BUCKWHEAT GROATS,"BUCKWHEAT GROATS,RSTD,CKD",19.94,3.38,0.62,92
BUCKWHEAT FLR,"BUCKWHEAT FLR,WHOLE-GROAT",70.59,12.62,3.1,335
BULGUR,"BULGUR,DRY",75.87,12.29,1.33,342
BULGUR,"BULGUR,COOKED",18.58,3.08,0.24,83
CORN,"CORN,YELLOW",74.26,9.42,4.74,365
CORN BRAN,"CORN BRAN,CRUDE",85.64,8.36,0.92,224
CORN FLR,"CORN FLR,WHOLE-GRAIN,YEL",76.85,6.93,3.86,361
CORN FLR,"CORN FLR,MASA,ENR,WHITE",76.27,9.34,3.78,365
CORN FLR,"CORN FLR,DEGERMED,UNENR,YEL",82.75,5.59,1.39,375
CORNMEAL,"CORNMEAL,WHOLE-GRAIN,YEL",76.89,8.12,3.59,362
CORNMEAL,"CORNMEAL,DEGERMED,ENR,YEL",79.15,7.25,1.79,369
CORNMEAL,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",70.28,8.28,3.4,334
CORNMEAL,"CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL",73.43,8.41,2.85,348
CORNMEAL,"CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL",74.79,8.41,1.72,355
No Category,CORNSTARCH,91.27,0.26,0.05,381
COUSCOUS,"COUSCOUS,DRY",77.43,12.76,0.64,376
COUSCOUS,"COUSCOUS,COOKED",23.22,3.79,0.16,112
HOMINY,"HOMINY,CANNED,WHITE",14.26,1.48,0.88,72
MILLET,"MILLET,RAW",72.85,11.02,4.22,378
MILLET,"MILLET,COOKED",23.67,3.51,1.0,119
OAT BRAN,"OAT BRAN,RAW",66.22,17.3,7.03,246
OAT BRAN,"OAT BRAN,COOKED",11.44,3.21,0.86,40
QUINOA,"QUINOA,UNCKD",64.16,14.12,6.07,368
RICE,"RICE,BROWN,LONG-GRAIN,RAW",77.24,7.94,2.92,370
RICE,"RICE,BROWN,LONG-GRAIN,CKD",22.96,2.58,0.9,111
No Category,OATS,66.27,16.89,6.9,389
RICE,"RICE,BROWN,MEDIUM-GRAIN,RAW",76.17,7.5,2.68,362
RICE,"RICE,BROWN,MEDIUM-GRAIN,CKD",23.51,2.32,0.83,112
RICE,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",79.95,7.13,0.66,365
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD",28.17,2.69,0.28,130
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",80.43,8.11,1.04,374
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",26.05,2.91,0.37,123
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",82.32,7.82,0.94,380
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",25.1,2.18,0.5,117
RICE,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",79.34,6.61,0.58,360
RICE,"RICE,WHITE,MEDIUM-GRAIN,CKD",28.59,2.38,0.21,130
RICE,"RICE,WHITE,SHORT-GRAIN,RAW",79.15,6.5,0.52,358
RICE,"RICE,WHITE,SHORT-GRAIN,CKD",28.73,2.36,0.19,130
RICE,"RICE,WHITE,GLUTINOUS,RAW",81.68,6.81,0.55,370
RICE,"RICE,WHITE,GLUTINOUS,CKD",21.09,2.02,0.19,97
RICE,"RICE,WHITE,WITH PASTA,DRY",75.32,9.37,2.44,368
RICE,"RICE,WHITE,W/PASTA,CKD",21.43,2.54,2.82,122
RICE,"RICE,WHITE,STMD,CHINESE RESTAURANT",33.88,3.2,0.27,151
RICE BRAN,"RICE BRAN,CRUDE",49.69,13.35,20.85,316
RICE FLOUR,"RICE FLOUR,WHITE",80.13,5.95,1.42,366
No Category,RYE,69.76,14.76,2.5,335
RYE FLOUR,"RYE FLOUR,DARK",68.74,14.03,2.69,324
RYE FLOUR,"RYE FLOUR,MEDIUM",77.49,9.39,1.77,354
RYE FLOUR,"RYE FLOUR,LIGHT",80.23,8.39,1.36,367
SEMOLINA,"SEMOLINA,ENRICHED",72.83,12.68,1.05,360
No Category,SORGHUM,74.63,11.3,3.3,339
TAPIOCA,"TAPIOCA,PEARL,DRY",88.69,0.19,0.02,358
No Category,TRITICALE,72.13,13.05,2.09,336
TRITICALE FLR,"TRITICALE FLR,WHOLE-GRAIN",73.14,13.18,1.81,338
WHEAT,"WHEAT,HARD RED SPRING",68.03,15.4,1.92,329
WHEAT,"WHEAT,HARD RED WINTER",71.18,12.61,1.54,327
WHEAT,"WHEAT,SOFT RED WINTER",74.24,10.35,1.56,331
WHEAT,"WHEAT,HARD WHITE",75.9,11.31,1.71,342
WHEAT,"WHEAT,SOFT WHITE",75.36,10.69,1.99,340
WHEAT,"WHEAT,DURUM",71.13,13.68,2.47,339
WHEAT BRAN,"WHEAT BRAN,CRUDE",64.51,15.55,4.25,216
WHEAT GERM,"WHEAT GERM,CRUDE",51.8,23.15,9.72,360
WHEAT FLOUR,"WHEAT FLOUR,WHOLE-GRAIN",72.57,13.7,1.87,339
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",76.31,10.33,0.98,364
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR",74.22,9.89,0.97,354
WHEAT FLR,"WHEAT FLR,WHITE,BREAD,ENR",72.53,11.98,1.66,361
WHEAT FLR,"WHEAT FLR,WHITE,CAKE,ENR",78.03,8.2,0.86,362
WHEAT FLR,"WHEAT FLR,WHITE,TORTILLA MIX,ENR",67.14,9.66,10.63,405
WHEAT,"WHEAT,SPROUTED",42.53,7.49,1.27,198
WILD RICE,"WILD RICE,RAW",74.9,14.73,1.08,357
WILD RICE,"WILD RICE,COOKED",21.34,3.99,0.34,101
RICE FLOUR,"RICE FLOUR,BROWN",76.48,7.23,2.78,363
PASTA,"PASTA,CORN,DRY",79.26,7.46,2.08,357
PASTA,"PASTA,CORN,COOKED",27.91,2.63,0.73,126
PASTA,"PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED",54.73,11.31,2.3,288
PASTA,"PASTA,FRESH-REFRIGERATED,PLN,CKD",24.93,5.15,1.05,131
PASTA,"PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED",55.72,11.26,2.1,289
PASTA,"PASTA,FRESH-REFRIGERATED,SPINACH,CKD",25.04,5.06,0.94,130
PASTA,"PASTA,HOMEMADE,MADE W/EGG,CKD",23.54,5.28,1.74,130
PASTA,"PASTA,HOMEMADE,MADE WO/EGG,CKD",25.12,4.37,0.98,124
MACARONI,"MACARONI,DRY,ENR",74.67,13.04,1.51,371
MACARONI,"MACARONI,COOKED,ENRICHED",30.86,5.8,0.93,158
MACARONI,"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70)",67.56,19.86,2.23,375
MACARONI,"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70)",31.66,8.08,0.21,164
MACARONI,"MACARONI,VEG,DRY,ENR",74.88,13.14,1.04,367
MACARONI,"MACARONI,VEG,CKD,ENR",26.61,4.53,0.11,128
MACARONI,"MACARONI,WHOLE-WHEAT,DRY",75.03,14.63,1.4,348
MACARONI,"MACARONI,WHOLE-WHEAT,CKD",26.54,5.33,0.54,124
